,endTime,artistName,trackName,sec_played
5558,2022-02-06 18:43,"Black Country, New Road",The Place Where He Inserted the Blade,429.292
5559,2022-02-06 18:46,"Black Country, New Road",Snow Globes,30.501
5560,2022-02-06 20:05,"Black Country, New Road",Snow Globes,549.448
5561,2022-02-06 20:20,"Black Country, New Road",Basketball Shoes,682.001
5562,2022-02-06 23:09,070 Shake,Morrow,245.813
5563,2022-02-06 23:10,070 Shake,The Pines,13.433
5564,2022-02-06 23:14,Rihanna,Kiss It Better,252.221
5565,2022-02-06 23:14,Rihanna,Work,8.235
5566,2022-02-06 23:17,Rihanna,Needed Me,191.308
5567,2022-02-06 23:19,Rihanna,"Yeah, I Said It",131.802
5568,2022-02-06 23:23,Rihanna,Same Ol’ Mistakes,222.392
5569,2022-02-06 23:27,Rihanna,Never Ending,202.106
5570,2022-02-06 23:30,Rihanna,Love On The Brain,221.862
5571,2022-02-06 23:32,Rihanna,Higher,119.509
5572,2022-02-06 23:36,Rihanna,Close To You,221.079
5573,2022-02-06 23:48,Rihanna,Goodnight Gotham,0.63
5574,2022-02-06 23:48,Rihanna,Goodnight Gotham,3.404
5575,2022-02-06 23:48,Rihanna,Goodnight Gotham,6.122
5576,2022-02-06 23:48,Rihanna,Goodnight Gotham,2.816
5577,2022-02-06 23:49,Rihanna,Goodnight Gotham,93.487
5578,2022-02-06 23:51,Rihanna,Pose,83.306
5579,2022-02-06 23:54,"Black Country, New Road",Chaos Space Marine,216.125
5580,2022-02-07 00:01,"Black Country, New Road",Concorde,360.321
5581,2022-02-07 00:07,"Black Country, New Road",Bread Song,377.807
5582,2022-02-07 00:12,"Black Country, New Road",Good Will Hunting,295.096
5583,2022-02-07 00:17,"Black Country, New Road",Haldern,302.319
5584,2022-02-07 00:20,"Black Country, New Road",Mark’s Theme,165.618
5585,2022-02-07 00:25,"Black Country, New Road",The Place Where He Inserted the Blade,283.225
5586,2022-02-07 00:26,Pejzaż,Widzenie,107.749
5587,2022-02-07 00:27,Pejzaż,Jesienna Sonata,18.814
5588,2022-02-07 00:28,Pejzaż,Intro,76.378
5589,2022-02-07 00:30,Pejzaż,Pokocha Mnie,124.252
5590,2022-02-07 00:32,Pejzaż,Wyspa,92.829
5591,2022-02-07 00:36,Pejzaż,Miejsce,229.13
5592,2022-02-07 00:37,Pejzaż,Na Brzegu Dnia,64.126
5593,2022-02-07 00:39,Pejzaż,Rzeka Tajemnic,118.452
5594,2022-02-07 00:41,Pejzaż,Potok,42.781
5595,2022-02-07 00:41,Pejzaż,Pada Deszcz,122.642
5596,2022-02-07 00:44,Pejzaż,Tylko Ty,124.207
5597,2022-02-07 12:21,sanah,Ale jazz! - na jazzowo,9.339
5598,2022-02-07 12:21,sanah,Ale jazz! - na jazzowo,104.042
5599,2022-02-07 12:22,Kid Cudi,Show Out (with Skepta & Pop Smoke),4.246
5600,2022-02-07 12:22,Octavian,Papi Chulo,7.098
5601,2022-02-07 12:25,$NOT,Doja,171.331
5602,2022-02-07 12:25,$NOT,GOSHA,42.091
5603,2022-02-07 12:28,A$AP Rocky,Arya (feat. A$AP Rocky),160.743
5604,2022-02-07 12:31,A$AP Rocky,Arya (feat. A$AP Rocky),159.258
5605,2022-02-07 12:36,A$AP Rocky,Arya (feat. A$AP Rocky),159.257
5606,2022-02-07 12:44,Kanye West,Life Of The Party (with André 3000),389.474
5607,2022-02-07 12:50,Kanye West,Off The Grid,336.042
5608,2022-02-07 12:50,Kanye West,Jail,10.443
5609,2022-02-07 12:54,Kanye West,Praise God,226.02
5610,2022-02-07 12:59,Kanye West,Come to Life,307.472
5611,2022-02-07 13:03,Kanye West,Believe What I Say,240.077
5612,2022-02-07 13:06,Kanye West,No Child Left Behind,176.378
5613,2022-02-07 13:09,Kanye West,Up From The Ashes,160.868
5614,2022-02-07 13:14,Kanye West,Remote Control pt 2,320.399
5615,2022-02-07 13:20,Kanye West,God Breathed,330.299
5616,2022-02-07 13:22,Kanye West,Lord I Need You,160.593
5617,2022-02-07 13:26,Kanye West,24,196.014
5618,2022-02-07 13:28,Kanye West,Junya,146.287
5619,2022-02-07 13:32,Kanye West,Never Abandon Your Family,205.497
5620,2022-02-07 13:34,Kanye West,Donda,127.102
5621,2022-02-07 13:38,Kanye West,Keep My Spirit Alive,219.155
5622,2022-02-07 13:38,Kanye West,Jesus Lord pt 2,44.667
5623,2022-02-07 13:42,jonatan leandoer96,Under Heaven,246.86
5624,2022-02-07 13:47,The Hellp,Height,268.602
5625,2022-02-07 13:52,Onoe Caponoe,Lost the Love,285.302
5626,2022-02-07 13:53,Blue Iverson,Who Shot Lucious Lyon?,84.091
5627,2022-02-07 13:57,Arlo Parks,Too Good - Unknown Mortal Orchestra Remix,232.769
5628,2022-02-07 13:59,Andy Morin,STFU,136.625
5629,2022-02-07 14:04,Smerz,Max,255.539
5630,2022-02-07 14:08,Denzel Curry,Walkin,277.344
5631,2022-02-07 14:12,clipping.,Check the Lock,215.285
5632,2022-02-07 14:16,Mid-Air Thief,Curve and Light,257.561
5633,2022-02-07 14:22,Carla Vallet,Fantaisie Sign,316.675
5634,2022-02-07 14:25,Bedwetter,Fondly Eulogizing Sleep,213.351
5635,2022-02-07 14:27,Laurence Guy,I Know You Feel Sad,118.414
5636,2022-02-07 14:27,Fax Gang,Anything to Gain/Nothing to Lose,13.064
5637,2022-02-07 14:31,arauchi yu,Two Shadows,221.373
5638,2022-02-07 14:36,Thundercat,Them Changes,0.0
5639,2022-02-07 15:55,佐井好子,胎児の夢,162.899
5640,2022-02-07 16:03,Cocteau Twins,Heaven or Las Vegas,298.4
5641,2022-02-07 16:31,Grimes,Oblivion,122.82
5642,2022-02-07 16:55,jonatan leandoer96,Under Heaven,165.7
5643,2022-02-07 16:55,jonatan leandoer96,Under Heaven,7.926
5644,2022-02-07 16:56,Grandamme,Prelude,64.4
5645,2022-02-07 18:03,Grandamme,Prelude,0.66
5646,2022-02-07 20:33,A$AP Rocky,Arya (feat. A$AP Rocky),315.963
5647,2022-02-07 20:35,Rihanna,Higher,120.626
5648,2022-02-07 20:38,$NOT,Doja,171.453
5649,2022-02-07 21:22,Grandamme,Prelude,18.37
5650,2022-02-07 21:28,Anderson .Paak,Heart Don't Stand a Chance,312.36
5651,2022-02-07 21:31,Saba,Church / Liquor Store (feat. Noname),13.73
5652,2022-02-07 21:31,Steve Lacy,Thats No Fun,0.63
5653,2022-02-07 21:31,Kanye West,Saint Pablo,2.963
5654,2022-02-07 21:31,Injury Reserve,Knees,1.65
5655,2022-02-07 21:31,Thundercat,Walk On By,199.136
5656,2022-02-07 21:32,Moses Sumney,insula,46.96
5657,2022-02-08 00:43,Moses Sumney,Cut Me,157.91
5658,2022-02-08 09:37,jonatan leandoer96,Under Heaven,115.632
5659,2022-02-08 09:38,Labrinth,New Girl,63.682
5660,2022-02-08 09:40,Labrinth,Formula,90.993
5661,2022-02-08 09:40,Labrinth,Preparing For Call,28.338
5662,2022-02-08 09:44,Labrinth,Forever,200.61
5663,2022-02-08 09:45,Labrinth,Planning Date,100.978
5664,2022-02-08 09:48,Labrinth,Nate Growing Up,152.4
5665,2022-02-08 09:49,Labrinth,Home From Rehab,43.013
5666,2022-02-08 09:52,Labrinth,We All Knew,179.452
5667,2022-02-08 09:52,Labrinth,Say Goodnight,43.103
5668,2022-02-08 09:54,Labrinth,Shy Guy,84.918
5669,2022-02-08 09:55,Labrinth,Following Tyler,87.36
5670,2022-02-08 09:58,Labrinth,Still Don't Know My Name,151.857
5671,2022-02-08 09:59,Labrinth,Kat's Denial,89.793
5672,2022-02-08 10:00,Labrinth,Slideshow,56.172
5673,2022-02-08 10:01,Labrinth,Family Vacation,22.68
5674,2022-02-08 10:02,Labrinth,Grapefruit Diet,94.349
5675,2022-02-08 10:05,Labrinth,WTF Are We Talking For,169.473
5676,2022-02-08 10:11,Labrinth,Euphoria Funfair (feat. Gustave Rudman),30.458
5677,2022-02-08 15:26,Labrinth,Formula,92.526
5678,2022-02-08 15:27,Labrinth,Preparing For Call,28.339
5679,2022-02-08 15:29,Labrinth,Forever,30.502
5680,2022-02-08 16:19,Nieliniowy,W czym pomagają metody odpowiedzialnego ML (XAI / explainable AI) - Ania Kozak z grupy MI2,1099.692
5681,2022-02-08 16:33,Nieliniowy,AVA czyli inteligentny asystent głosowy do wspomagania procesu zakupu - Edrone - Grzegorz Knor,870.348
5682,2022-02-08 23:18,Moses Sumney,Cut Me,7.05
5683,2022-02-08 23:19,Labrinth,Formula,91.869
5684,2022-02-08 23:19,Labrinth,Preparing For Call,9.3
5685,2022-02-08 23:23,Labrinth,Forever,202.536
5686,2022-02-08 23:25,Labrinth,Planning Date,101.9
5687,2022-02-08 23:27,Labrinth,Nate Growing Up,153.89
5688,2022-02-08 23:28,Labrinth,Home From Rehab,43.421
5689,2022-02-08 23:30,Labrinth,We All Knew,154.201
5690,2022-02-08 23:30,jonatan leandoer96,Under Heaven,3.3
5691,2022-02-08 23:33,JPEGMAFIA,TRUST!,134.603
5692,2022-02-08 23:35,JPEGMAFIA,DIRTY!,120.986
5693,2022-02-08 23:37,JPEGMAFIA,NEMO!,127.623
5694,2022-02-08 23:39,JPEGMAFIA,END CREDITS!,115.044
5695,2022-02-08 23:41,JPEGMAFIA,WHAT KIND OF RAPPIN' IS THIS?,112.451
5696,2022-02-08 23:44,JPEGMAFIA,THOT'S PRAYER!,187.758
5697,2022-02-08 23:47,JPEGMAFIA,ARE U HAPPY?,185.65
5698,2022-02-08 23:51,JPEGMAFIA,REBOUND!,224.357
5699,2022-02-08 23:52,JPEGMAFIA,OG!,95.07
5700,2022-02-08 23:54,JPEGMAFIA,DAM! DAM! DAM!,126.754
5701,2022-02-09 18:09,JPEGMAFIA,TRUST!,134.849
5702,2022-02-09 18:11,JPEGMAFIA,DIRTY!,119.846
