,artistName,trackName,plays_count,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,Kanye West,Saint Pablo,38,0.461,0.772,-3.98,0.375,0.282,0.0,0.178,0.414,167.018
1,Kanye West,Saint Pablo,38,0.461,0.772,-3.98,0.375,0.282,0.0,0.178,0.414,167.018
2,ROSALÍA,CANDY,35,0.638,0.49,-5.726,0.226,0.885,0.0116,0.156,0.403,179.905
3,ROSALÍA,CANDY,35,0.638,0.49,-5.726,0.226,0.885,0.0116,0.156,0.403,179.905
4,070 Shake,Skin and Bones,34,0.613,0.633,-6.494,0.0292,0.0439,0.0,0.0839,0.334,115.98
5,070 Shake,Skin and Bones,34,0.613,0.633,-6.494,0.0292,0.0439,0.0,0.0839,0.334,115.98
6,ROSALÍA,SAOKO,32,0.835,0.772,-5.711,0.247,0.793,2.01e-05,0.515,0.683,100.034
7,ROSALÍA,SAOKO,32,0.835,0.772,-5.711,0.247,0.793,2.01e-05,0.515,0.683,100.034
8,Harry Styles,As It Was,31,0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93
9,Harry Styles,As It Was,31,0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93
10,Yung Lean,Trip,28,0.531,0.906,-6.437,0.0376,0.000922,0.406,0.198,0.512,174.006
11,Yung Lean,Trip,28,0.531,0.906,-6.437,0.0376,0.000922,0.406,0.198,0.512,174.006
12,Yves Tumor,Secrecy Is Incredibly Important To The Both of Them,28,0.369,0.923,-6.591,0.0445,4.1e-06,0.878,0.393,0.64,168.003
13,Yves Tumor,Secrecy Is Incredibly Important To The Both of Them,28,0.369,0.923,-6.591,0.0445,4.1e-06,0.878,0.393,0.64,168.003
14,TONFA,MAM KOLEGĘ Z SIUSIAKIEM NA TACZCE,27,0.608,0.885,-3.335,0.318,0.297,0.0,0.248,0.627,152.159
15,TONFA,MAM KOLEGĘ Z SIUSIAKIEM NA TACZCE,27,0.608,0.885,-3.335,0.318,0.297,0.0,0.248,0.627,152.159
16,Steve Lacy,Bad Habit,27,0.686,0.494,-7.093,0.0355,0.613,5.8e-05,0.402,0.7,168.946
17,Steve Lacy,Bad Habit,27,0.686,0.494,-7.093,0.0355,0.613,5.8e-05,0.402,0.7,168.946
18,"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),27,0.467,0.635,-6.115,0.154,0.314,4.16e-06,0.844,0.51,127.596
19,"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),27,0.467,0.635,-6.115,0.154,0.314,4.16e-06,0.844,0.51,127.596
20,Earl Sweatshirt,Old Friend,27,0.529,0.526,-8.848,0.113,0.0825,0.0,0.503,0.11,78.039
21,Earl Sweatshirt,Old Friend,27,0.529,0.526,-8.848,0.113,0.0825,0.0,0.503,0.11,78.039
22,070 Shake,Morrow,26,0.742,0.663,-6.944,0.0354,0.0488,0.0192,0.144,0.161,100.04
23,070 Shake,Morrow,26,0.742,0.663,-6.944,0.0354,0.0488,0.0192,0.144,0.161,100.04
24,ROSALÍA,LA FAMA,26,0.769,0.299,-7.909,0.0491,0.944,3.69e-05,0.122,0.805,135.985
25,ROSALÍA,LA FAMA,26,0.769,0.299,-7.909,0.0491,0.944,3.69e-05,0.122,0.805,135.985
26,Jungle,GOOD TIMES,26,0.737,0.589,-9.731,0.0366,0.00262,0.82,0.07,0.48,122.985
27,Jungle,GOOD TIMES,26,0.737,0.589,-9.731,0.0366,0.00262,0.82,0.07,0.48,122.985
28,jonatan leandoer96,Under Heaven,26,0.331,0.502,-12.657,0.0365,0.688,3.47e-05,0.391,0.241,122.938
29,jonatan leandoer96,Under Heaven,26,0.331,0.502,-12.657,0.0365,0.688,3.47e-05,0.391,0.241,122.938
30,Stromae,Santé,25,0.641,0.681,-6.418,0.354,0.123,3.36e-05,0.0425,0.836,138.095
31,Stromae,Santé,25,0.641,0.681,-6.418,0.354,0.123,3.36e-05,0.0425,0.836,138.095
32,Pejzaż,Intro,25,0.276,0.29,-17.931,0.0304,0.677,0.504,0.362,0.322,75.819
33,Pejzaż,Intro,25,0.276,0.29,-17.931,0.0304,0.677,0.504,0.362,0.322,75.819
34,Kanye West,I Am A God,25,0.51,0.532,-7.405,0.0715,0.0367,0.000794,0.165,0.305,111.885
35,Kanye West,I Am A God,25,0.51,0.532,-7.405,0.0715,0.0367,0.000794,0.165,0.305,111.885
36,Arca,Rakata,24,0.581,0.844,-6.64,0.0595,0.0855,0.0,0.224,0.546,93.963
37,Arca,Rakata,24,0.581,0.844,-6.64,0.0595,0.0855,0.0,0.224,0.546,93.963
38,A$AP Rocky,"Lost and Found Freestyle 2019 (with Tyler, The Creator & Nigo)",24,0.47,0.676,-5.078,0.333,0.0181,0.0,0.761,0.562,170.078
39,A$AP Rocky,"Lost and Found Freestyle 2019 (with Tyler, The Creator & Nigo)",24,0.47,0.676,-5.078,0.333,0.0181,0.0,0.761,0.562,170.078
40,070 Shake,Flight319,24,0.356,0.538,-7.096,0.0583,0.018,0.000531,0.231,0.0519,162.096
41,070 Shake,Flight319,24,0.356,0.538,-7.096,0.0583,0.018,0.000531,0.231,0.0519,162.096
42,Harry Styles,Grapejuice,24,0.645,0.721,-4.394,0.0336,0.357,0.143,0.204,0.88,182.928
43,Harry Styles,Grapejuice,24,0.645,0.721,-4.394,0.0336,0.357,0.143,0.204,0.88,182.928
44,Steve Lacy,Static,23,0.573,0.298,-13.07,0.0424,0.482,0.652,0.101,0.218,78.898
45,Steve Lacy,Static,23,0.573,0.298,-13.07,0.0424,0.482,0.652,0.101,0.218,78.898
46,070 Shake,Terminal B,23,0.703,0.393,-11.191,0.0374,0.0755,0.819,0.0876,0.153,135.009
47,070 Shake,Terminal B,23,0.703,0.393,-11.191,0.0374,0.0755,0.819,0.0876,0.153,135.009
48,Earl Sweatshirt,2010,23,0.831,0.764,-6.327,0.386,0.314,1.72e-06,0.227,0.543,105.487
49,Earl Sweatshirt,2010,23,0.831,0.764,-6.327,0.386,0.314,1.72e-06,0.227,0.543,105.487
50,"Tyler, The Creator",CORSO,23,0.703,0.845,-4.851,0.337,0.169,0.0,0.122,0.745,97.672
51,"Tyler, The Creator",CORSO,23,0.703,0.845,-4.851,0.337,0.169,0.0,0.122,0.745,97.672
52,alt-J,Matilda,23,0.665,0.427,-12.497,0.0293,0.565,0.0201,0.109,0.371,139.874
53,alt-J,Matilda,23,0.665,0.427,-12.497,0.0293,0.565,0.0201,0.109,0.371,139.874
54,Toro y Moi,Blessa,23,0.585,0.528,-8.867,0.0293,0.531,0.0954,0.159,0.262,100.072
55,Toro y Moi,Blessa,23,0.585,0.528,-8.867,0.0293,0.531,0.0954,0.159,0.262,100.072
56,Björk,Cocoon,22,0.515,0.205,-18.062,0.0421,0.739,0.00933,0.708,0.07,128.275
57,Björk,Cocoon,22,0.515,0.205,-18.062,0.0421,0.739,0.00933,0.708,0.07,128.275
58,Harry Styles,Daydreaming,22,0.707,0.811,-5.298,0.0304,0.311,0.0152,0.131,0.899,113.971
59,Harry Styles,Daydreaming,22,0.707,0.811,-5.298,0.0304,0.311,0.0152,0.131,0.899,113.971
60,Jungle,PROBLEMZ,22,0.669,0.706,-5.231,0.0332,0.0673,0.00473,0.548,0.473,110.025
61,Jungle,PROBLEMZ,22,0.669,0.706,-5.231,0.0332,0.0673,0.00473,0.548,0.473,110.025
62,Kanye West,Heaven and Hell,22,0.76,0.422,-7.265,0.129,0.0409,0.0,0.152,0.271,82.965
63,Kanye West,Heaven and Hell,22,0.76,0.422,-7.265,0.129,0.0409,0.0,0.152,0.271,82.965
64,Harry Styles,Little Freak,22,0.559,0.535,-7.723,0.039,0.719,0.000143,0.0954,0.402,141.96
65,Harry Styles,Little Freak,22,0.559,0.535,-7.723,0.039,0.719,0.000143,0.0954,0.402,141.96
66,Clairo,Bags,22,0.742,0.546,-7.694,0.0315,0.172,0.38,0.115,0.868,104.996
67,Clairo,Bags,22,0.742,0.546,-7.694,0.0315,0.172,0.38,0.115,0.868,104.996
68,Kanye West,Life Of The Party (with André 3000),22,0.43,0.717,-6.676,0.275,0.136,0.0,0.972,0.302,78.881
69,Kanye West,Life Of The Party (with André 3000),22,0.43,0.717,-6.676,0.275,0.136,0.0,0.972,0.302,78.881
70,Pusha T,Dreamin Of The Past (feat. Kanye West),22,0.594,0.913,-2.372,0.255,0.655,0.0,0.423,0.897,80.302
71,Pusha T,Dreamin Of The Past (feat. Kanye West),22,0.594,0.913,-2.372,0.255,0.655,0.0,0.423,0.897,80.302
72,"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),21,0.62,0.586,-6.612,0.212,0.155,0.0,0.535,0.487,137.131
73,"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),21,0.62,0.586,-6.612,0.212,0.155,0.0,0.535,0.487,137.131
74,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),21,0.493,0.653,-5.666,0.0466,0.269,0.0,0.511,0.852,142.347
75,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),21,0.493,0.653,-5.666,0.0466,0.269,0.0,0.511,0.852,142.347
76,Sega Bodega,Salv Goes To Hollywood,21,0.761,0.514,-9.271,0.143,0.0492,0.00801,0.217,0.258,110.042
77,Sega Bodega,Salv Goes To Hollywood,21,0.761,0.514,-9.271,0.143,0.0492,0.00801,0.217,0.258,110.042
78,Steve Lacy,Mercury,21,0.702,0.712,-7.435,0.0584,0.522,0.0263,0.267,0.891,151.017
79,Steve Lacy,Mercury,21,0.702,0.712,-7.435,0.0584,0.522,0.0263,0.267,0.891,151.017
80,FKA twigs,tears in the club (feat. the weeknd),21,0.617,0.696,-6.257,0.0951,0.181,0.000316,0.0714,0.714,167.948
81,FKA twigs,tears in the club (feat. the weeknd),21,0.617,0.696,-6.257,0.0951,0.181,0.000316,0.0714,0.714,167.948
82,Santangelo,Bliss,20,0.633,0.877,-5.982,0.204,0.0206,0.0,0.947,0.45,137.002
83,Santangelo,Bliss,20,0.633,0.877,-5.982,0.204,0.0206,0.0,0.947,0.45,137.002
84,070 Shake,Under The Moon,20,0.75,0.62,-6.221,0.039,0.0264,0.000877,0.528,0.19,94.995
85,070 Shake,Under The Moon,20,0.75,0.62,-6.221,0.039,0.0264,0.000877,0.528,0.19,94.995
86,Harry Styles,Daylight,20,0.686,0.445,-7.189,0.0398,0.484,0.00144,0.175,0.626,145.5
87,Harry Styles,Daylight,20,0.686,0.445,-7.189,0.0398,0.484,0.00144,0.175,0.626,145.5
88,ROSALÍA,CHICKEN TERIYAKI,20,0.79,0.39,-6.492,0.123,0.437,5.86e-05,0.103,0.583,98.036
89,ROSALÍA,CHICKEN TERIYAKI,20,0.79,0.39,-6.492,0.123,0.437,5.86e-05,0.103,0.583,98.036
90,Kendrick Lamar,N95,19,0.812,0.669,-5.569,0.15,0.418,4.16e-06,0.122,0.42,140.01
91,Kendrick Lamar,N95,19,0.812,0.669,-5.569,0.15,0.418,4.16e-06,0.122,0.42,140.01
92,1988,Utkaj Mordę,19,0.674,0.757,-9.239,0.211,0.024,0.0003,0.269,0.634,77.029
93,1988,Utkaj Mordę,19,0.674,0.757,-9.239,0.211,0.024,0.0003,0.269,0.634,77.029
94,Yung Lean,Volt,19,0.376,0.652,-9.154,0.068,0.0372,0.00146,0.485,0.0607,143.998
95,Yung Lean,Volt,19,0.376,0.652,-9.154,0.068,0.0372,0.00146,0.485,0.0607,143.998
96,Kendrick Lamar,Die Hard,19,0.777,0.737,-8.06,0.248,0.317,0.00112,0.126,0.361,100.976
97,Kendrick Lamar,Die Hard,19,0.777,0.737,-8.06,0.248,0.317,0.00112,0.126,0.361,100.976
98,"Tyler, The Creator",LUMBERJACK,19,0.386,0.762,-6.341,0.564,0.122,0.0,0.527,0.433,170.691
99,"Tyler, The Creator",LUMBERJACK,19,0.386,0.762,-6.341,0.564,0.122,0.0,0.527,0.433,170.691
100,ROSALÍA,BULERÍAS,19,0.776,0.458,-6.281,0.291,0.936,0.000154,0.199,0.772,127.358
101,ROSALÍA,BULERÍAS,19,0.776,0.458,-6.281,0.291,0.936,0.000154,0.199,0.772,127.358
102,The Avalanches,Because I'm Me,18,0.687,0.841,-4.002,0.221,0.061,0.000214,0.213,0.493,93.581
103,The Avalanches,Because I'm Me,18,0.687,0.841,-4.002,0.221,0.061,0.000214,0.213,0.493,93.581
104,Phoebe Bridgers,Kyoto,18,0.601,0.749,-5.614,0.133,0.311,2.68e-06,0.156,0.88,113.116
105,Phoebe Bridgers,Kyoto,18,0.601,0.749,-5.614,0.133,0.311,2.68e-06,0.156,0.88,113.116
106,Vince Staples,ARE YOU WITH THAT?,18,0.859,0.423,-10.698,0.283,0.543,0.0,0.104,0.563,125.89
107,Vince Staples,ARE YOU WITH THAT?,18,0.859,0.423,-10.698,0.283,0.543,0.0,0.104,0.563,125.89
108,Kendrick Lamar,i,18,0.654,0.753,-7.556,0.395,0.303,8.08e-05,0.13,0.371,110.722
109,Kendrick Lamar,i,18,0.654,0.753,-7.556,0.395,0.303,8.08e-05,0.13,0.371,110.722
110,Steve Lacy,Helmet,18,0.613,0.675,-6.605,0.0231,0.112,0.0,0.255,0.741,97.008
111,Steve Lacy,Helmet,18,0.613,0.675,-6.605,0.0231,0.112,0.0,0.255,0.741,97.008
112,Kendrick Lamar,Father Time (feat. Sampha),18,0.53,0.759,-5.103,0.348,0.19,0.0,0.0991,0.487,152.79
113,Kendrick Lamar,Father Time (feat. Sampha),18,0.53,0.759,-5.103,0.348,0.19,0.0,0.0991,0.487,152.79
114,Arlo Parks,Softly,18,0.674,0.6,-8.989,0.0347,0.323,0.806,0.0904,0.314,109.947
115,Arlo Parks,Softly,18,0.674,0.6,-8.989,0.0347,0.323,0.806,0.0904,0.314,109.947
116,Earl Sweatshirt,Sick!,17,0.549,0.507,-8.802,0.0937,0.0108,0.0,0.203,0.0667,140.319
117,Earl Sweatshirt,Sick!,17,0.549,0.507,-8.802,0.0937,0.0108,0.0,0.203,0.0667,140.319
118,Kanye West,Come to Life,17,0.421,0.502,-6.35,0.0306,0.664,3.29e-06,0.381,0.291,126.904
119,Kanye West,Come to Life,17,0.421,0.502,-6.35,0.0306,0.664,3.29e-06,0.381,0.291,126.904
120,070 Shake,Guilty Conscience,17,0.415,0.878,-3.65,0.32,0.0564,0.00348,0.222,0.309,191.777
121,070 Shake,Guilty Conscience,17,0.415,0.878,-3.65,0.32,0.0564,0.00348,0.222,0.309,191.777
122,88rising,The Weekend,17,0.797,0.543,-5.654,0.0301,0.111,0.0,0.08,0.879,101.498
123,88rising,The Weekend,17,0.797,0.543,-5.654,0.0301,0.111,0.0,0.08,0.879,101.498
124,The Alchemist,E. Coli (feat. Earl Sweatshirt),17,0.295,0.559,-8.744,0.189,0.237,0.00371,0.31,0.439,88.702
125,The Alchemist,E. Coli (feat. Earl Sweatshirt),17,0.295,0.559,-8.744,0.189,0.237,0.00371,0.31,0.439,88.702
126,Harry Styles,Cinema,17,0.829,0.644,-7.696,0.0427,0.354,0.0511,0.0944,0.896,105.993
127,Harry Styles,Cinema,17,0.829,0.644,-7.696,0.0427,0.354,0.0511,0.0944,0.896,105.993
128,070 Shake,Come Around,16,0.256,0.217,-8.133,0.0327,0.0199,6.69e-06,0.173,0.187,87.967
129,070 Shake,Come Around,16,0.256,0.217,-8.133,0.0327,0.0199,6.69e-06,0.173,0.187,87.967
130,Sufjan Stevens,Back To Oz,16,0.436,0.407,-10.46,0.0312,0.536,0.00128,0.131,0.446,169.92
131,Sufjan Stevens,Back To Oz,16,0.436,0.407,-10.46,0.0312,0.536,0.00128,0.131,0.446,169.92
132,Four Tet,Baby,16,0.792,0.576,-9.947,0.248,0.487,0.00325,0.0972,0.053,127.066
133,Four Tet,Baby,16,0.792,0.576,-9.947,0.248,0.487,0.00325,0.0972,0.053,127.066
134,Hania Rani,Leaving - Live from Studio S2,16,0.668,0.0847,-21.575,0.0347,0.99,0.528,0.074,0.255,99.976
135,Hania Rani,Leaving - Live from Studio S2,16,0.668,0.0847,-21.575,0.0347,0.99,0.528,0.074,0.255,99.976
136,Hania Rani,Leaving - Live from Studio S2,16,0.668,0.0847,-21.575,0.0347,0.99,0.528,0.074,0.255,99.976
137,Hania Rani,Leaving - Live from Studio S2,16,0.668,0.0847,-21.575,0.0347,0.99,0.528,0.074,0.255,99.976
138,Hania Rani,Leaving,3,0.668,0.0847,-21.575,0.0347,0.99,0.528,0.074,0.255,99.976
139,Hania Rani,Leaving,3,0.668,0.0847,-21.575,0.0347,0.99,0.528,0.074,0.255,99.976
140,Hania Rani,Leaving,3,0.668,0.0847,-21.575,0.0347,0.99,0.528,0.074,0.255,99.976
141,Hania Rani,Leaving,3,0.668,0.0847,-21.575,0.0347,0.99,0.528,0.074,0.255,99.976
142,Big Thief,Little Things,16,0.34,0.924,-5.077,0.0347,0.256,0.925,0.248,0.736,96.104
143,Big Thief,Little Things,16,0.34,0.924,-5.077,0.0347,0.256,0.925,0.248,0.736,96.104
144,070 Shake,Blue Velvet,16,0.659,0.57,-10.068,0.0339,0.629,0.000197,0.164,0.139,100.009
145,070 Shake,Blue Velvet,16,0.659,0.57,-10.068,0.0339,0.629,0.000197,0.164,0.139,100.009
146,Belmondawg,P.S.W.I.S. (DJ Eprom remix),16,0.8,0.683,-7.0,0.212,0.378,0.00038,0.0812,0.176,92.97
147,Belmondawg,P.S.W.I.S. (DJ Eprom remix),16,0.8,0.683,-7.0,0.212,0.378,0.00038,0.0812,0.176,92.97
148,Yung Lean,Yoshi City,16,0.531,0.53,-9.059,0.224,0.476,0.0,0.0955,0.226,128.026
149,Yung Lean,Yoshi City,16,0.531,0.53,-9.059,0.224,0.476,0.0,0.0955,0.226,128.026
150,Anderson .Paak,Heart Don't Stand a Chance,16,0.679,0.396,-11.717,0.051,0.139,7.98e-06,0.0669,0.537,93.949
151,Anderson .Paak,Heart Don't Stand a Chance,16,0.679,0.396,-11.717,0.051,0.139,7.98e-06,0.0669,0.537,93.949
152,Pusha T,Brambleton,16,0.739,0.658,-4.145,0.195,0.132,0.000129,0.266,0.636,80.955
153,Pusha T,Brambleton,16,0.739,0.658,-4.145,0.195,0.132,0.000129,0.266,0.636,80.955
154,The Avalanches,Since I Left You,16,0.389,0.889,-5.449,0.0634,0.0343,0.7,0.65,0.214,102.75
155,The Avalanches,Since I Left You,16,0.389,0.889,-5.449,0.0634,0.0343,0.7,0.65,0.214,102.75
156,070 Shake,Body,16,0.465,0.493,-7.172,0.0286,0.206,1.25e-06,0.0687,0.311,79.955
157,070 Shake,Body,16,0.465,0.493,-7.172,0.0286,0.206,1.25e-06,0.0687,0.311,79.955
158,Zalia,plany,16,0.778,0.654,-7.977,0.202,0.343,0.0,0.107,0.434,119.935
159,Zalia,plany,16,0.778,0.654,-7.977,0.202,0.343,0.0,0.107,0.434,119.935
160,070 Shake,The Pines,16,0.514,0.288,-9.672,0.0342,0.0537,0.858,0.285,0.106,164.108
161,070 Shake,The Pines,16,0.514,0.288,-9.672,0.0342,0.0537,0.858,0.285,0.106,164.108
162,SB Maffija,Proste fakty,16,0.72,0.705,-5.569,0.189,0.289,0.0,0.12,0.784,144.051
163,SB Maffija,Proste fakty,16,0.72,0.705,-5.569,0.189,0.289,0.0,0.12,0.784,144.051
164,Sega Bodega,Angel On My Shoulder,16,0.619,0.639,-9.176,0.0394,0.367,0.0011,0.123,0.332,135.01
165,Sega Bodega,Angel On My Shoulder,16,0.619,0.639,-9.176,0.0394,0.367,0.0011,0.123,0.332,135.01
166,Mata,Nasza klasa ale to DRILL,16,0.749,0.574,-8.976,0.17,0.427,0.000103,0.134,0.711,139.949
167,Mata,Nasza klasa ale to DRILL,16,0.749,0.574,-8.976,0.17,0.427,0.000103,0.134,0.711,139.949
168,Sega Bodega,Effeminacy,16,0.669,0.677,-9.124,0.245,0.369,0.00716,0.274,0.39,98.584
169,Sega Bodega,Effeminacy,16,0.669,0.677,-9.124,0.245,0.369,0.00716,0.274,0.39,98.584
170,schafter,ridin' round the town w czyims bel air,15,0.904,0.425,-9.835,0.242,0.308,0.000312,0.0852,0.422,99.985
171,schafter,ridin' round the town w czyims bel air,15,0.904,0.425,-9.835,0.242,0.308,0.000312,0.0852,0.422,99.985
172,070 Shake,Web,15,0.351,0.457,-7.456,0.0345,0.557,0.0,0.167,0.164,104.253
173,070 Shake,Web,15,0.351,0.457,-7.456,0.0345,0.557,0.0,0.167,0.164,104.253
174,FKA twigs,honda (feat. pa salieu),15,0.81,0.697,-6.179,0.399,0.534,0.0127,0.0751,0.435,110.996
175,FKA twigs,honda (feat. pa salieu),15,0.81,0.697,-6.179,0.399,0.534,0.0127,0.0751,0.435,110.996
176,Kanye West,Hold My Liquor,15,0.497,0.322,-10.358,0.0333,0.0194,7.72e-06,0.115,0.04,106.976
177,Kanye West,Hold My Liquor,15,0.497,0.322,-10.358,0.0333,0.0194,7.72e-06,0.115,0.04,106.976
178,Beyoncé,BREAK MY SOUL,15,0.687,0.887,-5.04,0.0826,0.0575,2.21e-06,0.27,0.853,114.941
179,Beyoncé,BREAK MY SOUL,15,0.687,0.887,-5.04,0.0826,0.0575,2.21e-06,0.27,0.853,114.941
180,070 Shake,Medicine,15,0.232,0.536,-8.939,0.0434,0.0418,0.0,0.357,0.27,129.804
181,070 Shake,Medicine,15,0.232,0.536,-8.939,0.0434,0.0418,0.0,0.357,0.27,129.804
182,Stromae,Invaincu,15,0.571,0.728,-8.17,0.105,0.0313,0.000166,0.101,0.22,110.197
183,Stromae,Invaincu,15,0.571,0.728,-8.17,0.105,0.0313,0.000166,0.101,0.22,110.197
184,Big Thief,Blurred View,15,0.438,0.47,-10.848,0.294,0.44,0.632,0.102,0.5,152.92
185,Big Thief,Blurred View,15,0.438,0.47,-10.848,0.294,0.44,0.632,0.102,0.5,152.92
186,SB Maffija,Doba hotelowa,15,0.771,0.651,-4.846,0.191,0.139,0.0,0.0778,0.635,147.013
187,SB Maffija,Doba hotelowa,15,0.771,0.651,-4.846,0.191,0.139,0.0,0.0778,0.635,147.013
188,Kanye West,Off The Grid,15,0.57,0.644,-5.589,0.34,0.044,0.0,0.137,0.662,137.574
189,Kanye West,Off The Grid,15,0.57,0.644,-5.589,0.34,0.044,0.0,0.137,0.662,137.574
190,Little Simz,"Little Q, Pt. 2",15,0.577,0.639,-8.887,0.2,0.266,0.000308,0.139,0.516,170.36
191,Little Simz,"Little Q, Pt. 2",15,0.577,0.639,-8.887,0.2,0.266,0.000308,0.139,0.516,170.36
192,TONFA,ŻALUZJE,14,0.601,0.739,-3.798,0.0361,0.0381,0.0,0.0964,0.171,117.074
193,TONFA,ŻALUZJE,14,0.601,0.739,-3.798,0.0361,0.0381,0.0,0.0964,0.171,117.074
194,JAY-Z,Caught Their Eyes,14,0.773,0.825,-6.948,0.315,0.156,0.0,0.0795,0.738,84.983
195,JAY-Z,Caught Their Eyes,14,0.773,0.825,-6.948,0.315,0.156,0.0,0.0795,0.738,84.983
196,Solange,Cranes in the Sky,14,0.719,0.615,-5.972,0.045,0.408,0.000147,0.235,0.465,96.988
197,Solange,Cranes in the Sky,14,0.719,0.615,-5.972,0.045,0.408,0.000147,0.235,0.465,96.988
198,Big Thief,Change,14,0.633,0.161,-12.892,0.0613,0.83,9.9e-05,0.263,0.546,132.57
199,Big Thief,Change,14,0.633,0.161,-12.892,0.0613,0.83,9.9e-05,0.263,0.546,132.57
200,TONFA,BO-ja,14,0.217,0.902,-5.695,0.297,0.602,0.0,0.192,0.318,71.441
201,TONFA,BO-ja,14,0.217,0.902,-5.695,0.297,0.602,0.0,0.192,0.318,71.441
202,Yves Tumor,Strawberry Privilege,14,0.751,0.528,-10.874,0.0495,0.5,0.799,0.125,0.342,117.969
203,Yves Tumor,Strawberry Privilege,14,0.751,0.528,-10.874,0.0495,0.5,0.799,0.125,0.342,117.969
204,Belmondawg,CAPTCHA,14,0.758,0.279,-6.944,0.0866,0.32,0.949,0.0826,0.561,186.019
205,Belmondawg,CAPTCHA,14,0.758,0.279,-6.944,0.0866,0.32,0.949,0.0826,0.561,186.019
206,Earl Sweatshirt,Tabula Rasa (feat. Armand Hammer),14,0.55,0.62,-3.774,0.118,0.0409,0.0,0.175,0.582,112.743
207,Earl Sweatshirt,Tabula Rasa (feat. Armand Hammer),14,0.55,0.62,-3.774,0.118,0.0409,0.0,0.175,0.582,112.743
208,Crystal Castles,Baptism,14,0.689,0.815,-4.822,0.0422,0.00255,0.55,0.813,0.143,119.965
209,Crystal Castles,Baptism,14,0.689,0.815,-4.822,0.0422,0.00255,0.55,0.813,0.143,119.965
210,ROSALÍA,BIZCOCHITO,14,0.93,0.765,-4.193,0.0736,0.575,0.0474,0.125,0.813,116.994
211,ROSALÍA,BIZCOCHITO,14,0.93,0.765,-4.193,0.0736,0.575,0.0474,0.125,0.813,116.994
212,Harry Styles,Keep Driving,14,0.721,0.479,-9.669,0.226,0.321,0.00156,0.182,0.902,164.948
213,Harry Styles,Keep Driving,14,0.721,0.479,-9.669,0.226,0.321,0.00156,0.182,0.902,164.948
214,Tame Impala,Breathe Deeper - Lil Yachty Remix,14,0.741,0.725,-5.618,0.04,0.00715,0.0,0.115,0.577,104.985
215,Tame Impala,Breathe Deeper - Lil Yachty Remix,14,0.741,0.725,-5.618,0.04,0.00715,0.0,0.115,0.577,104.985
216,070 Shake,Glitter,14,0.671,0.61,-10.015,0.11,0.575,5.8e-06,0.0968,0.348,108.036
217,070 Shake,Glitter,14,0.671,0.61,-10.015,0.11,0.575,5.8e-06,0.0968,0.348,108.036
218,jonatan leandoer96,Machines,14,0.271,0.452,-11.989,0.0435,0.336,0.0585,0.397,0.518,200.376
219,jonatan leandoer96,Machines,14,0.271,0.452,-11.989,0.0435,0.336,0.0585,0.397,0.518,200.376
220,Big Thief,Red Moon,14,0.434,0.842,-5.394,0.074,0.12,4.36e-05,0.096,0.661,151.221
221,Big Thief,Red Moon,14,0.434,0.842,-5.394,0.074,0.12,4.36e-05,0.096,0.661,151.221
222,070 Shake,Microdosing,13,0.428,0.41,-7.677,0.0479,0.0332,0.563,0.107,0.144,185.977
223,070 Shake,Microdosing,13,0.428,0.41,-7.677,0.0479,0.0332,0.563,0.107,0.144,185.977
224,070 Shake,History,13,0.364,0.593,-6.026,0.049,0.0241,4.8e-05,0.31,0.0825,145.01
225,070 Shake,History,13,0.364,0.593,-6.026,0.049,0.0241,4.8e-05,0.31,0.0825,145.01
226,"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),13,0.371,0.75,-5.382,0.402,0.601,0.0,0.482,0.729,173.456
227,"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),13,0.371,0.75,-5.382,0.402,0.601,0.0,0.482,0.729,173.456
228,Little Simz,Introvert,13,0.294,0.867,-6.614,0.126,0.434,0.0202,0.122,0.117,86.357
229,Little Simz,Introvert,13,0.294,0.867,-6.614,0.126,0.434,0.0202,0.122,0.117,86.357
230,jonatan leandoer96,Snake Ice,13,0.602,0.341,-7.442,0.0283,0.0728,0.00113,0.064,0.39,95.001
231,jonatan leandoer96,Snake Ice,13,0.602,0.341,-7.442,0.0283,0.0728,0.00113,0.064,0.39,95.001
232,ROSALÍA,G3 N15,13,0.448,0.0681,-16.357,0.0489,0.965,0.000136,0.112,0.101,94.245
233,ROSALÍA,G3 N15,13,0.448,0.0681,-16.357,0.0489,0.965,0.000136,0.112,0.101,94.245
234,Big Thief,Spud Infinity,13,0.562,0.633,-6.228,0.0331,0.157,0.000419,0.16,0.562,132.122
235,Big Thief,Spud Infinity,13,0.562,0.633,-6.228,0.0331,0.157,0.000419,0.16,0.562,132.122
